"","category","institution","word1","word2","n","date"
"1","Programs","Mc Arthur Foundation","climate","solutions",49,2024-01-18
"2","Programs","Mc Arthur Foundation","criminal","justice",43,2024-01-18
"3","Programs","Mc Arthur Foundation","macarthur","foundation",43,2024-01-18
"4","Programs","Mc Arthur Foundation","datarole","gateway",40,2024-01-18
"5","Programs","Mc Arthur Foundation","evaluations","suggested",40,2024-01-18
"6","Programs","Mc Arthur Foundation","links","fellows",40,2024-01-18
"7","Programs","Mc Arthur Foundation","privacy","policy",40,2024-01-18
"8","Programs","Mc Arthur Foundation","program","evaluations",40,2024-01-18
"9","Programs","Mc Arthur Foundation","quick","links",40,2024-01-18
"10","Programs","Mc Arthur Foundation","research","evaluations",40,2024-01-18
"11","Programs","Mc Arthur Foundation","stories","grant",40,2024-01-18
"12","Programs","Mc Arthur Foundation","nuclear","challenges",36,2024-01-18
"13","Programs","Mc Arthur Foundation","equitable","recovery",31,2024-01-18
"14","Programs","Mc Arthur Foundation","evaluations","grantee",28,2024-01-18
"15","Programs","Mc Arthur Foundation","grantee","research",28,2024-01-18
"16","Programs","Mc Arthur Foundation","press","releases",28,2024-01-18
"17","Programs","Mc Arthur Foundation","macarthur","fellows",27,2024-01-18
"18","Programs","Mc Arthur Foundation","field","support",25,2024-01-18
"19","Programs","Mc Arthur Foundation","enduring","commitments",23,2024-01-18
"20","Programs","Mc Arthur Foundation","programsbig","betsclimate",23,2024-01-18
"21","Programs","Mc Arthur Foundation","justice","local",22,2024-01-18
"22","Programs","Mc Arthur Foundation","solutions","criminal",22,2024-01-18
"23","Programs","Mc Arthur Foundation","legal","information",21,2024-01-18
"24","Programs","Mc Arthur Foundation","account","create",20,2024-01-18
"25","Programs","Mc Arthur Foundation","account","login",20,2024-01-18
"26","Programs","Mc Arthur Foundation","annual","essays",20,2024-01-18
"27","Programs","Mc Arthur Foundation","annual","essaysour",20,2024-01-18
"28","Programs","Mc Arthur Foundation","awards","overview",20,2024-01-18
"29","Programs","Mc Arthur Foundation","chicago","commitment",20,2024-01-18
"30","Programs","Mc Arthur Foundation","commitment","journalism",20,2024-01-18
"31","Programs","Mc Arthur Foundation","commitments","overview",20,2024-01-18
"32","Programs","Mc Arthur Foundation","commons","legal",20,2024-01-18
"33","Programs","Mc Arthur Foundation","communication","guidelines",20,2024-01-18
