,word,category,institution,n,date,tf,idf,tf_idf
1,corruption,Regions,Mc Arthur Foundation,39,1/18/2024,0.025490196,1.386294361,0.035336915
2,charter,Board of Directors,Mc Arthur Foundation,4,1/18/2024,0.013157895,2.079441542,0.027361073
3,member,People,Mc Arthur Foundation,24,1/18/2024,0.015574302,1.386294361,0.021590568
4,nigerian,Regions,Mc Arthur Foundation,15,1/18/2024,0.009803922,2.079441542,0.020386682
5,labels,Grants,Mc Arthur Foundation,21,1/18/2024,0.009549795,2.079441542,0.019858241
6,committees,Board of Directors,Mc Arthur Foundation,4,1/18/2024,0.013157895,1.386294361,0.018240715
7,compensation,Board of Directors,Mc Arthur Foundation,4,1/18/2024,0.013157895,1.386294361,0.018240715
8,elected,People,Mc Arthur Foundation,13,1/18/2024,0.00843608,2.079441542,0.017542336
9,accepting,Grantmaking,Mc Arthur Foundation,13,1/18/2024,0.017449664,0.980829253,0.017115141
10,audit,Board of Directors,Mc Arthur Foundation,3,1/18/2024,0.009868421,1.386294361,0.013680536
11,articles,Board of Directors,Mc Arthur Foundation,2,1/18/2024,0.006578947,2.079441542,0.013680536
12,bylaws,Board of Directors,Mc Arthur Foundation,2,1/18/2024,0.006578947,2.079441542,0.013680536
13,incorporation,Board of Directors,Mc Arthur Foundation,2,1/18/2024,0.006578947,2.079441542,0.013680536
14,standing,Board of Directors,Mc Arthur Foundation,2,1/18/2024,0.006578947,2.079441542,0.013680536
15,academy,People,Mc Arthur Foundation,10,1/18/2024,0.006489293,2.079441542,0.013494105
16,served,People,Mc Arthur Foundation,10,1/18/2024,0.006489293,2.079441542,0.013494105
17,break,Grants,Mc Arthur Foundation,21,1/18/2024,0.009549795,1.386294361,0.013238827
18,fellow,People,Mc Arthur Foundation,9,1/18/2024,0.005840363,2.079441542,0.012144694
19,palfrey,People,Mc Arthur Foundation,9,1/18/2024,0.005840363,2.079441542,0.012144694
20,committee,Board of Directors,Mc Arthur Foundation,5,1/18/2024,0.016447368,0.693147181,0.011400447
21,committee,People,Mc Arthur Foundation,25,1/18/2024,0.016223232,0.693147181,0.011245087
22,school,People,Mc Arthur Foundation,8,1/18/2024,0.005191434,2.079441542,0.010795284
23,stafftitletwo,People,Mc Arthur Foundation,8,1/18/2024,0.005191434,2.079441542,0.010795284
24,ticks,Grants,Mc Arthur Foundation,11,1/18/2024,0.005002274,2.079441542,0.010401936
25,director,People,Mc Arthur Foundation,16,1/18/2024,0.010382868,0.980829253,0.010183821
26,imperative,About,Mc Arthur Foundation,29,1/18/2024,0.007215725,1.386294361,0.010003119
27,senior,People,Mc Arthur Foundation,11,1/18/2024,0.007138222,1.386294361,0.009895677
28,portfolio,Grants,Mc Arthur Foundation,22,1/18/2024,0.010004548,0.980829253,0.009812753
29,strengthen,Regions,Mc Arthur Foundation,15,1/18/2024,0.009803922,0.980829253,0.009615973
30,choices,Learnings,Mc Arthur Foundation,4,1/18/2024,0.004561003,2.079441542,0.00948434
31,dataset,Grants,Mc Arthur Foundation,10,1/18/2024,0.004547522,2.079441542,0.009456305
32,description,Grants,Mc Arthur Foundation,10,1/18/2024,0.004547522,2.079441542,0.009456305
33,approves,Board of Directors,Mc Arthur Foundation,2,1/18/2024,0.006578947,1.386294361,0.009120358
34,basis,Board of Directors,Mc Arthur Foundation,2,1/18/2024,0.006578947,1.386294361,0.009120358
35,nominating,Board of Directors,Mc Arthur Foundation,2,1/18/2024,0.006578947,1.386294361,0.009120358
36,investment,Grants,Mc Arthur Foundation,42,1/18/2024,0.019099591,0.470003629,0.008976877
37,total,Grants,Mc Arthur Foundation,14,1/18/2024,0.00636653,1.386294361,0.008825885
38,board,Board of Directors,Mc Arthur Foundation,9,1/18/2024,0.029605263,0.287682072,0.008516903
39,answers,Grantmaking,Mc Arthur Foundation,3,1/18/2024,0.004026846,2.079441542,0.00837359
40,asked,Grantmaking,Mc Arthur Foundation,3,1/18/2024,0.004026846,2.079441542,0.00837359
41,workplace,Grantmaking,Mc Arthur Foundation,3,1/18/2024,0.004026846,2.079441542,0.00837359
42,nigerians,Regions,Mc Arthur Foundation,6,1/18/2024,0.003921569,2.079441542,0.008154673
43,university,People,Mc Arthur Foundation,9,1/18/2024,0.005840363,1.386294361,0.008096463
44,chairs,People,Mc Arthur Foundation,6,1/18/2024,0.003893576,2.079441542,0.008096463
45,harvard,People,Mc Arthur Foundation,6,1/18/2024,0.003893576,2.079441542,0.008096463
46,manyika,People,Mc Arthur Foundation,6,1/18/2024,0.003893576,2.079441542,0.008096463
47,sciences,People,Mc Arthur Foundation,6,1/18/2024,0.003893576,2.079441542,0.008096463
48,simmons,People,Mc Arthur Foundation,6,1/18/2024,0.003893576,2.079441542,0.008096463
49,assets,Grants,Mc Arthur Foundation,18,1/18/2024,0.008185539,0.980829253,0.008028616
50,evaluate,Learnings,Mc Arthur Foundation,7,1/18/2024,0.007981756,0.980829253,0.00782874
51,society,Regions,Mc Arthur Foundation,17,1/18/2024,0.011111111,0.693147181,0.007701635
52,government,Regions,Mc Arthur Foundation,12,1/18/2024,0.007843137,0.980829253,0.007692778
53,council,People,Mc Arthur Foundation,8,1/18/2024,0.005191434,1.386294361,0.007196856
54,serves,People,Mc Arthur Foundation,11,1/18/2024,0.007138222,0.980829253,0.007001377
55,learning,Learnings,Mc Arthur Foundation,13,1/18/2024,0.014823261,0.470003629,0.006966987
56,designbuild,About,Mc Arthur Foundation,20,1/18/2024,0.004976362,1.386294361,0.006898703
57,appoints,Board of Directors,Mc Arthur Foundation,1,1/18/2024,0.003289474,2.079441542,0.006840268
58,charters,Board of Directors,Mc Arthur Foundation,1,1/18/2024,0.003289474,2.079441542,0.006840268
59,direction,Board of Directors,Mc Arthur Foundation,1,1/18/2024,0.003289474,2.079441542,0.006840268
60,directorsour,Board of Directors,Mc Arthur Foundation,1,1/18/2024,0.003289474,2.079441542,0.006840268
61,excess,Board of Directors,Mc Arthur Foundation,1,1/18/2024,0.003289474,2.079441542,0.006840268
62,found,Board of Directors,Mc Arthur Foundation,1,1/18/2024,0.003289474,2.079441542,0.006840268
63,hisher,Board of Directors,Mc Arthur Foundation,1,1/18/2024,0.003289474,2.079441542,0.006840268
64,prevent,Regions,Mc Arthur Foundation,5,1/18/2024,0.003267974,2.079441542,0.006795561
65,boards,People,Mc Arthur Foundation,5,1/18/2024,0.003244646,2.079441542,0.006747052
66,james,People,Mc Arthur Foundation,5,1/18/2024,0.003244646,2.079441542,0.006747052
67,katzman,People,Mc Arthur Foundation,5,1/18/2024,0.003244646,2.079441542,0.006747052
68,minow,People,Mc Arthur Foundation,5,1/18/2024,0.003244646,2.079441542,0.006747052
69,muñoz,People,Mc Arthur Foundation,5,1/18/2024,0.003244646,2.079441542,0.006747052
70,professor,People,Mc Arthur Foundation,5,1/18/2024,0.003244646,2.079441542,0.006747052
71,president,People,Mc Arthur Foundation,22,1/18/2024,0.014276444,0.470003629,0.00670998
72,board,People,Mc Arthur Foundation,35,1/18/2024,0.022712524,0.287682072,0.006533986
